RENE_FINAL;ABONO_OFERTADO;CONSUMO_SBIF;EDAD;SEXO_BIN;SCORE;DEUDA_PROM3;PROME_UTILIZACION_3MESES;PROME_LINEA_CREDITO_3MESES;PROME_CANT_INSTITU_3MESES;SUMA_MOROSA_3MESES;Deuda_Char_008;Pago_Char_008
0;131778;2913;45;0;424;2969374;0.993333333;0;1;534;6;3
1;30980;3345;69;1;471;289621;1;123;4;166;6;6
0;0;235;58;0;542;290788;0.806666667;108;2;0;8;20
0;0;6771;31;1;477;502597;0.983333333;162;5;0;1;22
0;97430;6508;65;0;436;3183338;1;50;3;0;7;4
0;37500;371;74;0;462;353632;0.246666667;375;1;61;5;15
0;29171;6471;59;1;481;155579;0.776666667;517;6;280;5;20
0;14930;1022;26;0;424;132092;0.966666667;4;3;79;3;0
1;126940;18008;49;1;497;4694392;0.943333333;3774;4;0;5;0
0;29490;1170;33;1;417;545845;0.26;292;2;1353;3;0
0;15528;999;29;0;491;382385;0.636666667;0;3;77;8;6
0;133918;1783;66;0;492;1434369;0.623333333;3966;3;60;7;24
0;16290;533;31;0;400;304083;0.706666667;219;3;241;2;0
1;36810;5607;40;0;425;795418;1;0;5;161;0;5
0;57020;2964;55;1;386;545149;1;157;4;309;2;0
0;0;1233;31;1;441;933303;0.935;71;3;0;0;0
0;19301;3839;61;0;476;355698;0.983333333;1867;3;0;1;6
0;0;21068;46;1;507;6172693;0.78;6501;5;0;4;19
0;28130;1595;48;0;437;1378477;0.853333333;239;2;0;5;4
1;;11977;44;1;400;1012506;1;0;2;859;3;3
1;351210;11007;57;1;395;6851258;1;5657;3;6730;1;0
0;0;33871;42;0;508;3684294;0.98;2708;6;0;2;5
0;309900;37354;43;0;427;4096206;0.88;3977;6;2005;3;2
0;54782;13544;40;0;456;341004;0.543333333;6;4;700;5;15
0;19319;7342;58;0;519;1255680;0.833333333;608;4;257;5;4
0;37560;2759;62;0;441;1270233;0.843333333;213;3;31;7;2
0;68890;1441;31;0;409;1307775;0.97;0;2;547;1;0
1;51370;3368;39;1;445;737061;0.333333333;2170;2;56;4;5
1;217390;7041;34;0;434;3084214;0.726666667;855;4;1033;6;2
0;0;959;83;0;553;838942;0.173333333;4131;1;0;5;10
0;17030;296;37;0;430;154620;0.51;1222;1;50;0;0
0;197280;44118;54;1;432;10127110;1;871;6;953;3;1
0;50700;3716;53;1;400;472029;1;155;4;85;5;0
1;139091;14446;30;1;468;5563599;1;611;2;0;5;3
0;0;870;54;1;548;1030737;0.603333333;603;1;0;5;15
0;20150;4965;52;0;542;136574;0.106666667;3495;2;0;9;26
0;26739;272;64;1;508;283209;0.736666667;101;1;0;7;11
0;178230;3623;56;0;443;3445186;0.84;380;3;807;7;4
0;33370;496;27;0;398;363099;0.886666667;0;2;136;1;11
0;67690;4990;37;0;425;676662;1;0;2;7;1;3
0;7940;151;38;1;418;143959;0.14;0;1;56;1;1
0;31330;504;49;0;434;188054;0.93;0;4;333;5;11
0;22200;6036;52;1;448;152760;0.463333333;700;4;89;6;11
0;0;5163;50;0;530;634250;0.846666667;2616;4;0;6;7
0;95354;25654;37;1;399;1531227;0.51;472;4;33694;4;4
0;26140;165;29;0;506;165246;0.396666667;518;1;0;6;12
1;212210;3829;30;0;387;2448803;0.966666667;990;3;667;1;17
1;128210;8604;68;0;442;4641690;0.78;335;4;407;5;1
0;0;1994;33;0;555;245872;0.396666667;2090;3;0;8;28
0;56210;5098;46;0;448;356176;0.71;1992;3;10;5;9
0;21020;1900;36;0;495;113589;0.76;148;4;0;2;17
0;7130;892;53;1;415;127107;0.213333333;706;2;38;3;0
0;32800;799;52;1;424;655836;0.913333333;0;2;0;6;6
0;21240;425;59;0;423;209223;0.91;15;1;24;5;9
0;0;6632;31;0;505;768940;0.96;739;5;5;4;6
0;42220;29916;50;1;529;132832;0.026666667;48545;5;0;6;39
0;0;15573;43;1;528;177076;0.046666667;84972;3;0;7;50
0;18300;3951;32;1;519;398683;0.66;2072;4;0;6;16
0;18800;3792;24;1;396;179343;1;0;4;4;0;0
0;206330;3277;77;1;427;1966407;0.83;231;2;360;4;7
0;24740;2965;65;1;481;130502;0.9;30;4;0;3;23
1;0;4991;49;0;536;182561;0.093333333;3879;4;50;6;24
0;35130;11578;62;1;532;806617;0.893333333;4945;5;0;6;15
0;15160;4994;29;0;440;128489;0.256666667;1276;3;14;3;1
0;45700;1326;73;0;456;1247699;0.7;286;3;40;2;1
0;78770;25674;41;1;483;4007774;0.986666667;100;5;295;6;2
0;20510;1554;60;1;380;1056109;1;0;2;163;2;0
0;12570;315;42;0;403;101295;0.183333333;409;2;0;4;10
0;60540;774;60;1;527;655142;0.86;180;2;0;7;8
0;13790;1523;46;0;388;119861;1;363;3;996;4;0
0;93270;67178;38;1;491;899247;0.74;1507;3;6820;5;6
1;29550;6948;42;1;415;287176;1;59;3;17;5;1
0;526754;9381;69;0;490;4074647;0.94;543;6;1515;7;7
0;43810;7329;45;0;393;2251052;1;139;7;556;3;2
0;104235;417;44;0;408;402399;1;0;1;0;3;0
0;244027;3949;41;0;473;1197591;1;4308;5;0;3;11
0;23340;551;29;0;404;437157;0.87;20;2;141;1;0
0;43920;1232;52;0;466;1215256;0.906666667;98;1;69;5;1
1;261150;15786;47;1;401;5089471;1;175;8;687;3;0
0;0;2779;53;0;553;1144262;0.856666667;2934;6;0;6;25
0;73708;12047;63;0;561;762197;0.34;20812;2;0;7;41
0;81390;6302;65;1;456;1957449;0.653333333;137;5;382;9;4
0;40500;562;42;0;450;414197;0.993333333;14;2;0;2;7
0;51270;6211;60;0;428;505746;0.646666667;200;2;3046;3;7
0;33520;639;48;1;406;624264;1;0;1;246;4;0
0;87020;14689;47;1;460;714377;0.896666667;4628;9;290;4;6
0;182580;27048;31;1;450;1456316;1;1851;7;0;0;6
0;22370;1883;58;0;396;1348013;1;0;4;612;2;0
0;49910;1379;43;1;486;237584;0.036666667;4668;4;1;7;13
0;38080;4203;28;0;444;360980;1;35;3;30;4;6
0;49898;6087;59;0;452;1177327;0.57;270;4;356;8;4
0;0;12723;48;1;522;3567551;0.84;1438;2;0;7;5
0;42310;12232;35;1;412;408359;0.853333333;1915;2;243;3;0
0;14130;1096;31;0;431;250867;0.416666667;410;2;151;3;0
0;42638;15396;75;1;488;793641;0.966666667;27;4;0;6;7
0;0;45553;53;1;561;168368;0.026666667;15840;5;0;7;52
0;0;6951;31;1;480;1504060;0.933333333;2575;4;212;5;4
0;33170;1107;54;1;383;626634;1;0;2;303;3;2
1;0;19548;56;1;548;3797078;0.5;14714;3;0;8;18
1;99970;13475;26;0;465;3684556;1;20;5;124;4;1
0;76650;16416;56;1;460;1702018;1;0;3;0;9;3
1;76470;798;61;0;444;801612;0.996666667;196;1;31;5;10
0;0;1457;52;1;536;134774;0.673333333;205;3;0;9;18
0;39980;1312;58;1;391;1270107;1;0;1;21;1;0
0;14410;495;40;1;474;93259;0.646666667;160;2;0;1;0
0;91023;419;56;0;484;424208;0.8;106;1;0;7;16
0;55450;408;58;1;455;310783;0.886666667;221;2;6;6;8
0;155938;16944;54;1;453;3878635;0.646666667;5550;3;1980;7;3
0;110930;13403;80;0;483;5893585;0.89;371;6;0;9;3
0;90690;3315;56;1;393;1711866;1;0;4;1606;2;0
0;78112;35167;46;1;520;1925364;0.453333333;6948;2;0;6;19
1;1206250;11868;39;1;514;6415835;0.996666667;705;3;0;4;17
0;160310;16743;55;1;439;2620100;0.876666667;6373;5;2777;7;3
1;9090;9636;29;1;406;157054;0.626666667;1073;4;143;2;0
0;37480;2784;56;1;426;180553;0.903333333;17;2;38;4;0
0;51550;5119;74;1;473;568212;0.283333333;410;4;0;9;16
0;0;1520;54;1;551;1425646;0.55;1384;2;132;9;23
0;53084;7943;31;0;458;635448;0.58;154;2;0;10;9
0;95220;4689;64;0;436;2409787;0.73;1931;5;328;6;0
0;82900;13098;27;1;428;3777441;1;1353;5;172;2;0
0;139181;17830;32;1;487;555036;0.556666667;1324;6;0;4;8
0;41710;2711;50;0;436;656695;1;9;2;0;3;5
1;1003150;45731;43;0;430;9769689;1;1918;3;299;4;9
0;17860;10853;40;1;481;184502;0.263333333;44175;3;24;2;25
0;27250;331;61;0;422;320553;1;240;1;853;0;0
0;453560;29567;41;1;384;8702860;1;819;4;7349;3;0
0;24560;1452;25;1;510;117778;0.74;981;3;0;6;20
0;17940;9210;33;1;525;169854;0.59;2141;4;0;5;37
0;38750;730;58;0;370;711895;1;0;1;178;0;0
0;172110;3179;64;0;492;1313769;0.786666667;4073;3;0;3;10
0;0;28965;42;1;563;211656;0.243333333;29657;5;0;7;12
0;20730;2770;27;0;418;264726;0.806666667;231;4;105;6;8
0;22260;3366;59;1;419;406099;0.953333333;0;3;1724;5;0
0;52170;18330;51;1;435;2025055;0.426666667;230;4;4506;3;3
0;33960;978;70;0;477;975776;0.976666667;265;1;0;5;2
0;67880;3546;28;0;425;1276669;0.973333333;419;4;117;6;2
0;40149;435;37;1;476;549833;0.743333333;190;1;0;2;14
0;36651;6858;49;0;408;1790608;1;918;5;379;3;0
0;54040;3115;47;1;395;1975776;1;0;3;74;1;1
0;0;7219;45;1;523;729615;0.846666667;350;6;0;8;13
0;30480;4849;47;1;437;168720;0.993333333;1;3;449;5;1
0;0;13273;32;0;489;3259063;1;771;6;0;6;6
0;0;496;39;0;480;202958;0.81;131;2;41;5;22
0;275540;24109;39;0;396;5221889;1;1418;2;540;3;0
0;49773;14608;64;1;444;901580;0.303333333;50;4;0;9;6
0;29160;2449;35;1;400;554955;1;18;3;186;4;0
0;339960;10872;56;0;404;6889653;0.996666667;939;4;1430;7;3
0;57540;1727;69;1;521;1577895;0.766666667;1174;2;206;8;4
0;131240;8606;51;0;454;2153510;0.726666667;7219;4;40;2;5
0;0;8745;29;0;489;1030612;0.4;8756;3;0;1;11
0;13660;8694;43;0;448;119213;0.133333333;29;4;325;3;1
0;47440;1095;63;1;388;899022;1;200;2;143;2;0
0;17720;1179;24;1;439;354674;0.7;567;4;0;7;7
0;12910;237;24;0;388;229880;1;0;1;152;3;0
0;38230;11891;62;1;421;1115825;0.726666667;2;5;172;6;4
0;117258;9701;38;1;402;693578;0.556666667;247;2;356;4;6
0;83990;13792;31;1;460;535342;1;165;5;965;4;10
1;70080;3233;48;1;466;3206983;0.943333333;1631;1;104;7;1
0;32510;2630;44;0;442;304420;0.753333333;2111;3;23;4;0
0;28694;732;38;0;417;309078;1;0;3;0;1;3
0;33521;7549;57;0;471;136012;0.216666667;0;4;0;11;24
0;82710;4964;48;1;410;1524356;0.76;179;3;799;4;0
0;0;3801;43;0;511;323228;0.11;9207;2;0;5;62
0;40480;5280;38;1;402;243847;0.16;185;6;2375;3;0
0;0;580;66;0;502;525473;0.71;524;2;52;6;17
0;21400;2176;52;0;411;489275;0.903333333;404;5;92;4;0
0;24230;128;56;1;446;115098;0.063333333;7031;1;22;2;8
0;13140;122;35;0;406;115327;1;0;1;24;3;0
0;22619;1980;35;1;437;662069;1;167;3;0;2;0
0;253980;6403;63;0;503;2873590;0.966666667;291;2;0;7;6
0;103070;11816;59;0;398;1964904;1;0;5;2565;3;0
0;59305;2713;51;0;431;292335;0.953333333;475;3;47;1;7
0;25100;452;36;0;429;234420;0.81;0;2;25;5;13
1;13470;1449;27;0;428;242096;0.483333333;19;3;97;7;0
0;41960;1369;28;1;406;395557;0.79;0;3;286;3;0
0;11910;1662;31;1;441;110038;0.22;1389;2;17;3;7
0;40860;22234;34;1;480;506804;0.506666667;5960;6;0;2;0
1;0;13782;48;1;497;6255591;0.986666667;3302;2;0;4;6
0;52140;6487;33;0;393;1020002;1;364;2;187;4;0
0;25860;3305;27;0;370;121081;1;26;4;1256;0;0
0;13460;99;29;0;436;93685;0.936666667;6;1;0;0;0
0;56140;11896;59;1;416;732810;0.246666667;5463;4;1277;3;7
0;25366;3068;42;1;477;288680;0.573333333;3651;3;0;3;0
0;20220;202;68;0;461;200710;0.406666667;193;1;23;6;7
0;60265;18305;51;0;526;2428659;0.963333333;1440;5;0;3;11
1;11675;244;55;1;517;198312;0.703333333;265;2;0;6;17
0;11560;115;47;1;505;117930;0.59;54;1;0;5;6
0;16370;8408;39;1;409;155070;1;5118;4;29;0;0
0;64948;1153;58;1;484;1187133;1;0;1;0;6;5
0;4690;1471;59;1;437;72866;0.163333333;1743;3;26;3;0
0;37706;3197;39;1;461;1501576;0.98;1196;2;0;1;4
1;229340;78449;39;1;437;16544669;1;1667;7;4073;3;0
0;368380;13644;42;1;427;5056102;0.866666667;1699;5;276;8;2
0;44990;1858;32;1;470;1885153;0.82;272;1;0;2;5
0;12898;412;62;1;426;156577;0.783333333;0;2;30;6;10
0;47650;3021;31;0;400;915194;0.35;0;2;2174;0;0
0;46740;923;53;0;403;861704;0.83;508;1;307;3;0
1;;10709;60;1;510;2096281;0.353333333;6794;3;0;3;1
0;36780;2433;27;0;430;1200865;1;0;3;334;3;1
1;24090;3324;46;0;393;256562;1;0;3;356;4;0
1;76490;8037;48;1;429;1546298;0.683333333;0;3;1401;6;4
0;62500;947;59;1;473;505009;0.963333333;18;2;213;5;10
1;92800;10309;30;1;399;5474788;1;217;4;11;2;0
0;24210;4736;52;0;511;499660;0.316666667;688;2;188;11;23
1;0;7262;32;1;458;531994;1;188;3;858;4;1
0;183340;11857;40;1;425;1828939;0.92;141;3;265;6;7
0;171542;4997;65;0;502;1351118;0.38;3602;4;0;9;9
0;12960;207;36;0;370;112851;1;0;2;119;1;0
1;67020;3469;52;0;441;2406052;1;828;4;152;7;2
0;20810;104;55;1;406;96995;1;0;1;17;2;0
0;36520;683;49;1;470;237616;0.54;1748;3;39;5;12
0;7428;2388;33;1;512;282038;0.606666667;720;3;0;4;10
1;;12159;48;0;527;2067512;0.79;732;4;0;6;12
1;69750;4752;35;0;428;2775499;1;0;4;503;9;5
0;100040;14605;60;1;462;949626;0.946666667;269;5;132;4;4
0;59130;10306;31;1;455;3631123;1;0;4;0;2;2
0;12830;2228;45;0;478;122580;0.88;168;3;0;5;9
0;10310;589;49;0;398;95829;0.573333333;96;4;55;3;0
0;0;5026;27;1;486;1129931;0.746666667;1204;4;0;6;3
0;313366;9075;69;1;489;6010735;0.9;5887;3;0;5;4
1;123558;8086;48;1;483;5796509;0.76;709;2;0;7;3
0;0;788;45;0;546;481507;0.24;1896;2;0;3;24
0;33260;3675;46;1;443;187053;0.14;0;3;0;6;28
0;0;814;64;1;531;535444;0.543333333;424;1;0;5;25
0;10530;417;56;0;434;189503;0.493333333;316;3;74;2;0
0;41340;4653;59;1;422;387422;0.776666667;305;2;6;3;0
0;282130;5267;31;0;487;1648966;0.526666667;663;2;0;10;13
0;68600;12236;29;1;427;648360;0.9;282;3;81;2;6
0;23704;2196;73;0;430;298227;1;111;3;184;3;0
0;21140;2116;46;0;457;81605;0.946666667;4;4;444;4;5
0;46286;8419;40;1;487;308081;0.703333333;964;4;0;4;8
0;0;1571;55;0;543;1671744;0.436666667;3351;2;0;8;7
0;41770;589;21;1;370;208350;0.99;208;4;52;0;0
0;77880;11657;25;0;488;921684;0.996666667;24;7;1410;2;3
0;26466;5354;59;0;502;1580937;0.806666667;1579;4;0;5;8
1;37988;5938;42;1;474;166801;0.473333333;96;3;23;3;13
0;10064;38358;35;1;498;151872;0.893333333;95;6;5517;3;13
0;39580;23419;33;1;378;1633158;1;948;5;548;0;0
0;70930;15160;27;1;363;1116237;1;0;6;5385;1;0
0;22220;3867;37;0;417;401312;1;27;4;495;6;3
0;31770;319;73;0;448;308968;0.45;347;1;57;9;6
1;222420;20549;42;0;473;16885060;0.89;4294;3;272;5;2
0;56670;7172;36;1;500;258352;0.736666667;3872;6;0;3;12
1;52010;8001;71;1;448;500853;0.506666667;1268;4;126;6;6
0;14980;4095;32;0;397;267308;0.723333333;0;3;412;4;0
0;36200;15471;35;0;480;1289390;1;234;6;2490;3;5
0;47500;1538;32;1;458;1097913;0.816666667;2133;3;56;3;12
0;92350;8043;77;1;396;1761961;1;0;6;57;0;0
1;127920;17705;44;1;394;5340128;0.993333333;0;3;162;3;1
0;44740;1659;57;1;526;223561;0.746666667;428;2;0;5;19
1;;11709;57;0;455;4550146;0.98;230;3;306;7;3
0;0;2400;62;0;557;1019129;0.343333333;3375;3;0;6;12
0;29404;1067;43;0;520;172526;0.86;663;3;0;7;25
1;26260;10674;36;0;393;466211;1;860;5;788;4;0
0;0;4368;42;1;543;1250725;0.416666667;12993;3;0;8;14
0;15020;296;37;0;370;287949;1;0;1;55;0;0
0;83680;9192;37;0;510;1235222;0.64;2456;6;40;3;3
1;25820;2392;64;1;459;655250;0.503333333;0;4;87;7;4
0;14638;41295;44;1;492;945765;0.493333333;190;5;0;5;4
1;;22197;65;0;471;9582608;1;5986;5;0;4;2
0;26460;561;29;1;402;258446;1;0;2;543;1;4
0;51100;12250;25;1;369;931871;1;0;7;2375;2;0
0;60320;1109;27;0;420;465944;1;35;3;0;1;3
0;38290;2678;76;0;394;1343735;0.473333333;0;1;40;2;2
0;0;25553;96;1;518;595136;0.653333333;7795;3;0;4;12
0;44830;5582;52;1;403;842085;0.416666667;0;3;772;1;0
0;52130;2445;69;0;444;513553;0.41;25;4;1596;7;8
0;4240;4515;29;1;388;77839;1;1115;4;20;0;0
0;55400;15354;66;0;368;3119353;1;17;4;249;3;0
0;7070;186;27;1;366;125024;1;100;2;50;0;0
0;52130;620;25;1;404;542566;1;0;2;68;1;6
0;0;8397;42;0;547;2971701;0.243333333;26404;5;0;8;5
0;294070;11771;31;0;428;5653335;0.97;57;3;525;6;0
1;;18516;56;1;519;5181327;0.86;948;4;0;6;5
0;36900;2440;60;1;458;296664;0.593333333;496;5;58;5;12
1;20230;265;39;0;432;194103;0.776666667;1060;3;23;6;0
0;0;9694;61;1;549;2718960;0.37;5866;3;0;5;13
0;39890;39791;49;1;388;764234;1;0;4;51;3;0
1;164310;4791;33;0;451;1370246;0.816666667;2349;3;0;3;11
0;202970;6528;41;0;461;3534451;0.533333333;1767;5;166;7;0
0;0;14959;54;1;518;3630151;0.966666667;1336;4;0;6;5
0;0;1298;57;1;532;266190;0.44;1850;3;0;6;26
0;0;1925;68;1;507;248947;0.5;777;4;166;4;33
0;169430;16598;27;0;416;6638227;1;537;3;286;3;3
1;99616;32205;71;0;471;3195063;1;667;5;2397;0;3
0;23520;474;56;0;447;410489;0.766666667;3804;2;93;4;0
0;126955;2985;31;0;476;1285388;0.896666667;17;4;0;4;14
0;0;14013;56;1;527;4934680;0.98;777;4;0;7;3
0;126958;17514;63;0;537;8762170;0.533333333;16017;6;0;5;6
1;;3361;46;0;410;1538800;0.956666667;280;4;887;5;0
0;522082;25462;55;1;499;2148756;0.976666667;813;4;0;4;8
1;0;38772;44;1;541;7313927;0.61;7098;6;0;4;7
0;84390;4398;29;0;425;887249;0.736666667;333;3;674;1;11
0;79320;16247;42;1;466;442072;0.883333333;3938;4;87;5;15
0;21580;15507;31;1;411;393631;0.786666667;2460;2;223;2;0
0;42020;452;59;1;459;611858;0.393333333;0;1;50;6;10
1;241360;92961;44;0;419;4715125;0.79;3079;6;11424;6;3
0;25650;1292;27;1;384;387386;0.996666667;23;3;229;1;4
0;75750;1330;60;0;437;777387;1;20;3;11;3;5
0;91710;21331;31;0;399;1722212;1;0;6;1983;4;0
0;44110;118282;43;1;466;431454;0.95;694;5;5645;1;7
0;0;2318;50;0;531;1643515;0.833333333;1803;3;0;7;6
1;171280;8937;68;0;439;3478469;0.896666667;132;3;1158;7;7
0;198940;16807;46;1;367;6228510;1;711;3;4188;1;0
0;235270;2240;61;1;470;2174973;0.906666667;176;1;0;4;3
0;82230;3374;39;0;438;2493379;0.96;324;3;269;5;2
0;89820;13672;37;1;439;3166355;0.82;1901;5;904;5;4
0;605480;7541;60;0;415;4043381;1;462;3;779;3;2
0;79505;19132;74;0;436;4811952;0.95;2703;6;2915;5;2
0;0;3554;37;1;553;211200;0.683333333;8360;3;0;5;34
0;68730;13799;62;1;508;4621660;0.85;4316;3;0;2;2
0;9780;184;31;0;380;171573;0.993333333;0;1;82;1;0
0;53340;20944;52;1;513;2064345;0.893333333;2344;5;0;5;4
0;46000;11377;28;0;393;586610;1;724;5;377;3;0
0;72510;4993;61;0;457;1821154;0.866666667;1027;3;0;3;6
0;11430;97;33;0;448;96202;0.96;0;1;0;1;5
0;72528;11302;63;1;490;906759;0.473333333;588;5;0;7;7
1;49000;4424;31;0;463;4434110;0.433333333;0;1;292;4;1
0;40410;4284;28;1;402;1938474;1;32;2;57;3;0
0;34650;272;50;0;440;227944;0.996666667;39;2;26;2;7
1;36470;5311;70;0;438;1434411;0.983333333;192;4;513;9;3
0;48090;579;27;0;448;224403;0.98;20;2;0;4;12
1;22190;2346;78;0;445;142245;0.203333333;15;5;337;6;7
0;28296;1532;50;0;417;189082;0.376666667;371;3;0;6;16
0;0;17591;58;0;546;245792;0.586666667;14793;5;0;6;31
0;200215;11156;47;0;466;7237470;1;1332;4;36;4;4
0;6630;1243;44;1;430;110413;0.113333333;3528;4;34;2;0
0;0;8967;41;0;531;487622;0.9;142;4;466;6;17
1;47680;186;54;0;452;178840;0.51;0;1;130;6;0
0;24530;2500;63;0;371;459055;1;8;5;1138;2;0
0;13090;532;33;1;412;258177;0.86;365;2;84;6;7
0;40209;2705;39;0;530;442765;0.866666667;356;3;0;4;16
0;34280;11798;32;0;437;770553;1;231;4;0;4;0
0;12000;226;32;0;429;215936;0.46;200;1;143;8;8
0;0;1436;61;1;516;1194826;0.93;332;3;0;7;9
0;25700;2115;75;0;488;207462;0.206666667;385;5;18;9;28
0;36300;827;78;0;513;520447;0.51;972;2;0;6;14
0;99890;10580;39;0;483;467580;0.78;7213;3;0;2;19
0;4440;4915;53;0;443;75041;0.233333333;1968;4;49;4;0
0;144810;8538;39;1;436;1709568;1;0;3;1040;4;34
0;35390;169;56;0;441;190615;0.87;0;1;14;3;9
1;20930;11134;58;1;447;397730;0.56;2938;4;229;5;0
0;38460;9462;56;0;428;194843;0.06;1993;5;0;5;11
0;0;7293;32;0;516;4680640;0.716666667;6558;6;0;7;7
0;32490;14305;32;1;455;166074;0.333333333;3265;2;63;5;11
0;75610;9906;34;0;433;1215353;0.993333333;257;4;326;4;2
1;49560;3393;67;0;441;213354;0.26;0;3;225;5;15
0;37898;3732;46;0;491;270829;0.27;2488;3;0;1;14
0;62000;3338;57;1;391;1069910;0.713333333;307;3;1065;2;6
0;21390;3932;36;1;429;203820;0.453333333;0;3;0;5;6
1;0;3928;55;0;536;369032;0.913333333;117;4;0;8;31
0;29750;2213;60;1;457;229259;0.406666667;1666;6;213;5;14
0;0;344;42;1;535;366315;0.736666667;133;1;0;5;27
1;;1748;37;1;505;494669;0.98;193;3;0;6;24
1;180090;10590;38;0;424;3421408;1;1823;5;852;4;0
0;8910;1228;38;0;409;159017;1;0;2;53;2;0
0;0;1457;64;0;512;99616;0.523333333;1699;3;0;0;11
0;0;658;81;1;550;693080;0.59;487;1;0;9;7
0;0;4325;60;1;489;166413;0.093333333;5923;4;22;3;16
0;19140;372;33;0;407;487601;0.81;0;1;390;4;13
0;55380;7983;61;1;422;366532;0.816666667;113;3;1612;6;9
0;0;654;59;0;538;722288;0.6;488;1;0;9;16
1;;14160;29;1;428;3397044;0.91;0;3;140;9;5
1;40300;8286;65;0;496;186651;0.926666667;131;4;0;5;12
0;0;10596;45;1;563;304692;0.14;3858;4;0;5;23
0;44870;218;24;1;440;216574;1;0;1;0;4;24
0;22330;738;48;0;461;525845;0.673333333;176;2;0;3;0
0;117840;11312;71;1;375;2231479;1;0;3;2490;3;0
0;67380;1154;25;0;453;280527;0.606666667;139;5;526;2;14
1;144530;9425;37;1;469;7497268;1;332;5;0;4;2
0;20640;8868;33;1;383;387468;0.993333333;1118;4;1034;3;0
0;20120;560;43;0;422;171693;0.573333333;107;4;25;5;5
0;17340;624;26;0;509;301641;0.583333333;1115;2;0;5;12
0;113991;963;60;1;520;569532;0.673333333;590;3;0;6;55
0;18804;6586;50;1;502;136162;0.823333333;919;3;0;2;22
1;77610;7745;48;0;434;1531396;0.76;3;3;315;4;2
0;20680;646;52;1;459;149277;0.273333333;797;3;49;5;42
0;20220;426;32;0;428;208129;0.89;23;2;228;3;16
1;84200;1965;33;0;434;464658;0.946666667;251;3;160;4;8
0;0;6322;62;0;557;2426485;0.49;3841;4;0;8;8
1;508880;19954;36;0;451;4987581;0.78;2764;4;560;6;2
0;105390;10375;51;1;440;4310983;0.72;154;5;2400;5;1
1;53770;6088;45;1;429;1028843;0.69;0;4;1665;8;0
0;63040;19446;47;1;440;405839;0.406666667;5076;6;1119;2;21
0;61280;48710;38;1;516;3605376;0.97;4152;5;299;4;2
0;0;327;27;0;456;290978;0.54;97;1;0;0;0
0;118539;7918;57;1;470;4216097;1;194;5;0;2;2
0;40640;194;27;1;421;190292;1;0;1;0;0;0
0;113730;34649;55;1;460;1108889;0.633333333;3605;6;304;8;4
0;98142;1470;46;0;442;1640404;0.78;0;1;0;8;11
0;147644;1782;70;1;504;1719858;0.393333333;2184;2;31;8;8
0;20520;3410;54;1;411;850577;1;57;2;4;2;2
0;105800;1214;32;1;375;1047129;1;0;2;523;3;0
0;0;65708;53;1;555;11181096;0.546666667;34815;7;0;9;8
0;137820;2239;30;0;449;1306890;1;123;4;0;2;8
0;20800;351;74;0;424;369213;1;495;1;0;6;7
0;20230;6696;51;1;489;533415;0.146666667;5781;2;0;5;0
0;154490;2989;53;0;455;2943874;0.273333333;0;1;237;5;2
0;69900;2207;34;1;461;500235;0.83;335;3;521;6;13
0;692060;32735;61;0;422;13449284;0.953333333;936;5;1110;3;0
0;9870;3979;56;1;430;181742;0.52;30;4;403;6;0
0;53320;364;31;0;462;332569;0.666666667;109;2;112;7;14
0;31160;282;46;1;472;206661;0.973333333;6;2;41;5;0
0;25940;1500;45;0;415;89916;1;0;3;23;2;1
1;174769;2836;32;1;456;1257542;0.44;3030;5;200;1;6
0;29600;998;26;0;456;868154;0.923333333;187;2;0;1;9
0;26000;303;36;0;425;146432;0.563333333;0;2;35;5;12
0;20253;955;46;1;489;199038;0.396666667;1002;2;0;2;2
0;7270;818;27;1;413;131047;0.043333333;6696;4;88;2;0
0;68250;5244;59;1;499;386168;0.353333333;782;3;0;0;3
0;18745;647;61;0;544;566560;0.863333333;1140;3;37;3;8
1;143770;9915;54;1;475;7255639;1;928;4;0;1;0
0;21550;436;26;1;465;92521;0.91;9;2;264;2;14
0;0;19704;54;0;532;4427654;0.91;5471;5;0;10;5
0;11270;8896;63;0;428;211291;0.843333333;50;6;1998;5;0
0;20240;645;50;1;395;107019;0.993333333;971;2;17;1;0
0;64180;7343;62;1;462;1349615;1;0;4;506;4;0
0;48770;4392;46;0;434;456317;0.913333333;519;3;35;3;3
0;0;1794;64;0;534;733511;0.93;4518;3;0;4;30
0;113103;2559;38;0;495;699303;0.7;1678;2;0;5;6
1;39390;6425;59;0;419;552901;1;0;5;537;3;5
1;;5033;28;1;483;2037139;1;608;5;0;6;4
1;63160;21156;66;1;543;556366;0.663333333;7259;6;0;3;16
0;414010;30612;43;0;475;2402405;0.396666667;13403;5;182;4;7
0;127060;14973;28;1;415;5317061;0.763333333;2563;3;256;2;1
0;0;22435;32;0;495;2195457;0.79;6953;5;0;5;1
0;0;169;47;1;537;171462;0.68;1180;1;0;5;13
0;6760;132;36;0;370;125804;1;0;1;42;0;0
0;23450;4136;28;1;426;155827;1;5;5;726;0;0
1;0;24817;48;1;497;2854578;0.95;1918;6;525;7;17
0;260120;38978;51;1;431;5091335;0.883333333;979;6;5850;3;0
0;110018;15405;55;1;408;726751;0.726666667;155;3;0;5;7
1;;196;26;0;417;62565;0.626666667;233;2;10;3;0
1;87270;612;67;1;522;426249;0.426666667;8272;2;0;4;20
