RENE_FINAL;ABONO_OFERTADO;CONSUMO_SBIF;EDAD;SEXO_BIN;SCORE;DEUDA_PROM3;PROME_UTILIZACION_3MESES;PROME_LINEA_CREDITO_3MESES;PROME_CANT_INSTITU_3MESES;SUMA_MOROSA_3MESES;Deuda_Char_008;Pago_Char_008
0;20300;5911;27;1;403;1359581;1;0;3;1320;0;0
0;43410;423;27;1;439;194517;0.843333333;167;3;141;5;13
1;145550;5832;38;0;430;4143395;1;181;4;477;6;2
0;51800;899;31;1;444;530388;0.493333333;352;5;29;9;6
0;0;1966;57;0;541;867489;0.746666667;2829;3;0;7;8
0;37080;1857;44;0;504;1827126;0.79;337;1;0;6;2
0;0;181;56;0;541;270786;0.6;469;1;0;6;28
0;112740;1097;41;1;434;765230;0.7;1170;2;86;3;11
0;36200;416;69;0;442;192447;0.386666667;448;3;37;6;11
0;0;10662;50;0;518;5067196;0.87;5811;5;0;11;7
0;260850;8361;50;0;389;8015730;1;159;2;327;4;0
0;39030;8806;50;0;440;395415;0.263333333;672;4;80;7;4
0;153964;2016;61;1;471;794866;0.533333333;767;3;0;4;15
1;82072;2972;47;0;473;635526;0.31;1232;5;0;10;12
0;0;2297;33;0;531;668668;0.813333333;1288;3;0;6;13
0;34170;1388;49;1;424;1350297;1;0;1;53;5;0
0;20655;246;68;0;545;208575;0.136666667;3031;2;8;5;29
0;18260;20145;41;1;393;333342;1;71;3;416;0;0
1;46610;901;74;1;435;313317;0.883333333;80;3;89;6;20
0;23100;279;46;0;379;215353;1;3;2;61;0;0
0;86334;12348;33;0;457;396673;0.793333333;543;4;1769;6;8
0;77869;674;49;0;451;307456;0.486666667;42;4;0;9;20
0;47690;27789;66;0;399;726053;1;2275;6;276;3;5
1;22160;858;27;0;405;370304;0.956666667;257;2;46;4;0
0;85796;27132;62;0;442;2695964;1;250;8;1894;3;1
0;0;2679;27;1;478;2718636;0.523333333;2681;3;0;5;8
0;10820;8986;42;1;416;201386;0.613333333;15;4;718;1;0
0;6880;375;32;0;389;126618;1;0;2;64;0;0
0;52110;20605;59;0;523;262590;0.023333333;30850;6;173;3;0
1;56960;2892;43;0;387;2622471;1;81;3;157;2;0
0;304423;4128;55;1;434;3737009;0.933333333;445;3;778;3;0
0;0;130906;59;1;591;211588;0.02;140748;5;0;6;15
0;135300;1212;44;1;450;827054;1;110;2;92;3;7
0;24838;6527;22;1;499;879527;0.593333333;1221;2;0;5;7
0;6550;121;26;0;370;113714;1;0;1;51;0;0
0;31040;3602;32;0;390;580859;1;0;5;109;3;0
1;0;5554;35;0;522;2018859;0.92;1076;3;0;5;7
0;18400;8088;51;0;388;351544;1;2140;4;34;1;0
0;27270;1178;76;0;446;382883;0.256666667;0;1;32;7;10
1;54380;2291;62;0;421;1044247;1;262;3;396;4;3
1;89440;3417;43;1;408;2317100;0.683333333;1037;1;129;1;0
0;66520;1025;65;1;419;754076;0.213333333;439;2;409;8;7
0;11190;519;33;0;431;205842;0.553333333;100;2;198;6;4
0;28580;10313;42;1;464;465786;1;210;6;1039;6;5
1;;17573;41;0;476;3230259;0.95;1937;5;0;3;0
0;56030;5833;31;0;404;193985;0.093333333;513;4;1025;3;26
1;0;9289;57;0;557;351427;0.73;3234;4;0;6;20
0;38980;1230;28;0;395;736312;0.656666667;0;2;59;0;0
0;7675;422;49;0;467;443928;0.986666667;6;1;4;8;7
0;21050;6727;40;1;514;133304;0.333333333;2949;4;581;5;34
0;41660;3913;40;1;422;409950;1;1128;3;23;5;5
0;0;16657;61;1;530;504407;0.996666667;900;6;0;7;21
1;37430;730;33;0;491;254010;0.806666667;121;3;0;6;12
0;51900;8462;38;0;443;379867;0.906666667;564;7;764;3;1
0;48298;3823;44;0;496;1078301;0.683333333;1796;4;4;8;6
1;193150;13876;70;1;433;7029394;0.93;15;6;2993;7;1
1;32720;3967;34;0;441;1006620;0.916666667;91;5;4;10;6
0;261070;5562;78;0;466;5879640;0.67;980;2;187;6;5
0;24510;1153;36;0;487;181918;0.91;831;3;79;3;7
0;75250;1829;28;1;399;1135722;0.993333333;123;3;68;5;4
0;0;7493;50;0;561;1232746;0.49;3795;4;0;9;26
0;104130;1340;52;0;429;706593;0.643333333;844;4;0;5;16
1;0;4644;45;0;525;978785;0.326666667;3633;5;0;5;26
0;0;8230;44;0;523;797840;0.72;2495;4;0;4;19
0;27830;1884;50;1;438;290727;0.223333333;341;4;219;1;19
0;104910;10466;54;0;468;2546624;1;1;5;87;9;3
0;15070;21278;28;1;414;266471;0.886666667;317;6;13330;5;0
0;124810;13522;31;0;460;986140;0.82;2735;5;1375;5;11
0;58220;3025;63;0;471;2971234;0.986666667;46;1;0;4;3
0;13420;124;72;0;373;118513;0.986666667;2;1;1918;3;0
1;62340;12343;59;1;411;2252698;1;1;4;91;3;2
0;15410;372;30;0;419;291430;0.586666667;0;2;193;6;0
0;36953;339;63;0;501;316354;0.146666667;1738;3;58;7;18
0;40570;388;58;1;453;377272;0.77;0;1;111;7;3
0;45147;5081;27;1;394;1379806;1;50;4;97;1;0
0;37452;699;41;1;434;735484;0.57;0;1;0;6;7
0;11100;101;30;0;414;85481;1;0;1;11;4;0
1;187460;8953;64;1;425;9109214;0.99;0;1;0;7;3
0;72190;4935;62;1;389;3028507;1;2;3;7;1;0
0;25769;14926;32;0;460;154906;0.776666667;8418;4;19;5;20
0;28460;10964;37;1;370;532793;1;398;4;91;0;0
0;19670;3261;27;0;430;182196;1;41;5;9;1;7
0;21580;3345;30;1;479;235973;0.326666667;16098;4;19;3;14
0;22610;237;38;1;421;176828;1;9;2;0;0;0
0;8507;1619;37;0;516;150917;0.443333333;1358;3;384;4;16
0;114120;8613;47;1;489;4615967;0.773333333;2590;5;150;7;3
0;66220;836;51;1;444;589437;0.246666667;2023;4;157;5;10
0;30382;6107;64;0;526;184246;0.616666667;1756;4;0;6;10
1;;1495;53;1;440;495817;0.686666667;2674;3;258;2;21
0;106890;12878;31;0;447;430689;0.91;62;6;1356;0;25
0;27570;17063;37;1;396;251801;1;773;6;1923;1;0
0;27065;18372;61;1;440;306332;0.816666667;250;4;640;5;8
1;62400;3766;63;0;510;1468408;0.643333333;1207;2;0;5;3
0;58348;9190;58;1;479;257542;0.486666667;2566;6;0;7;28
1;91850;1940;57;1;430;1893166;0.36;0;2;2300;5;0
1;68980;550;29;0;390;248915;1;6;2;241;1;1
1;17800;5001;50;0;429;167234;0.556666667;646;3;75;1;0
0;60900;302;41;1;440;292631;0.97;7;1;31;5;4
1;37870;9195;39;1;422;720380;0.606666667;341;4;57;5;4
1;;3397;58;0;530;1463821;0.993333333;181;3;0;5;13
1;11800;3792;54;0;433;211676;0.556666667;185;4;120;2;0
0;0;4976;39;0;459;3246096;0.99;1786;3;0;1;2
0;43082;18162;38;1;479;461458;0.91;2434;3;0;3;8
0;0;1719;47;0;541;265267;0.663333333;696;2;0;7;33
1;59490;1149;73;1;436;1124449;0.863333333;55;1;67;6;2
0;35890;4711;46;1;410;691870;1;0;2;146;2;2
0;58170;2868;37;1;451;1176845;0.716666667;1214;4;54;4;5
0;4100;2767;50;0;425;69428;0.186666667;522;2;30;0;0
0;0;550;65;1;545;595157;0.616666667;368;1;0;9;17
1;36730;2954;45;1;416;283675;0.706666667;373;3;326;1;5
0;0;19639;37;0;495;5827905;0.913333333;2456;5;0;3;2
1;;39432;47;0;380;7899525;1;494;5;3726;1;0
0;146640;1198;30;1;482;786684;0.973333333;21;3;0;3;13
0;12810;11621;32;0;393;229703;1;1138;4;826;2;0
0;189280;2878;66;0;418;2659555;0.936666667;1646;2;172;2;2
0;70010;587;57;0;473;378591;0.93;590;2;0;4;17
0;0;701;47;0;537;439090;0.696666667;1249;3;0;5;22
0;34670;5772;51;1;463;1038997;0.47;6814;4;753;4;4
0;27870;1838;45;1;396;1144231;0.67;8026;3;132;2;10
0;0;2534;70;1;556;1773318;0.403333333;6937;2;0;6;12
0;54280;9346;67;1;471;1297665;0.566666667;1251;4;295;6;3
0;46334;24895;48;0;467;6083578;0.996666667;3749;4;0;2;2
0;36410;7999;33;1;439;351969;0.703333333;1612;3;50;7;0
0;16470;164;26;1;433;163662;0.743333333;0;1;0;5;8
1;;21178;47;0;426;7038983;1;55;6;5682;2;2
0;43130;667;32;1;391;652171;0.876666667;0;1;52;1;0
0;100220;6591;34;0;376;1923972;1;25;3;385;4;0
0;42140;11223;28;0;451;1428235;0.996666667;306;5;0;2;2
0;0;654;35;0;557;193342;0.42;410;2;0;2;16
0;100460;13699;32;1;419;1403594;0.58;306;5;549;3;14
0;27070;2690;27;1;426;318532;0.65;960;2;41;4;3
0;100730;2431;27;0;393;1038116;0.996666667;975;2;144;1;5
0;187940;13885;31;0;393;7948504;1;326;4;604;2;2
0;124960;51938;37;1;470;8171595;1;3649;8;0;8;2
0;20000;193;74;0;536;201977;0.216666667;589;1;0;5;21
0;36820;15561;39;1;492;247584;0.526666667;599;4;0;4;24
0;31760;1441;47;0;432;304667;1;0;3;62;3;2
0;24444;337;34;1;465;173224;0.346666667;916;2;21;8;18
1;;310;49;0;407;68271;1;8;2;109;4;0
0;79500;6994;57;0;441;2249865;0.67;704;3;92;9;3
0;47150;7748;32;1;461;178295;0.356666667;565;4;71;4;24
0;44679;6236;49;0;475;211232;0.88;854;6;505;4;10
0;26300;1233;30;0;420;288285;0.803333333;923;2;49;5;7
0;39770;2199;61;0;500;223232;0.603333333;1017;4;16;4;30
0;65870;10198;54;0;492;510966;0.64;973;4;0;5;5
0;3560;209;51;1;431;67709;0.8;0;2;62;4;0
0;114564;4969;31;0;472;685744;0.913333333;171;5;0;5;12
0;14210;487;32;0;412;131465;1;7;3;70;0;0
1;;1937;29;0;388;1512880;1;0;2;314;1;0
0;40360;3049;52;0;437;410023;0.82;446;2;93;4;13
0;0;18630;61;1;567;3405524;0.393333333;14157;4;0;8;7
0;19940;1600;48;0;481;134286;0.96;561;3;0;6;3
0;0;8785;33;1;503;81979;0.036666667;22449;3;0;2;109
0;85800;2228;59;1;401;461127;0.923333333;2755;4;864;2;0
0;14800;2571;54;1;406;273801;0.713333333;0;3;471;5;0
1;31310;12596;60;0;447;298297;0.573333333;3242;4;808;5;6
0;58886;265;30;0;480;252585;0.993333333;2;1;0;4;27
0;28080;487;64;0;526;150954;0.226666667;323;2;0;5;11
0;28570;813;31;0;439;105007;0.283333333;30;3;113;7;16
0;21640;4496;61;1;385;97286;0.93;180;5;1197;0;0
0;54320;4085;42;0;452;254456;1;1438;5;0;2;26
1;19680;406;59;0;467;195328;0.97;71;2;72;7;12
0;22830;544;32;0;459;108967;0.083333333;2080;3;61;4;19
0;65000;7453;53;0;462;4352830;0.963333333;9;3;0;6;2
1;31488;23140;64;1;447;837398;0.993333333;73;7;7629;6;0
0;54270;28241;42;1;384;1021297;0.823333333;536;4;4588;2;2
0;42640;10644;34;0;404;3184315;1;1060;7;370;5;0
0;38060;19402;48;1;501;364638;0.486666667;670;4;220;5;4
0;4330;224;63;0;430;99888;0.663333333;90;2;73;3;13
0;52710;2369;26;1;385;995247;0.976666667;0;2;111;3;0
1;57450;1690;65;0;423;1422555;0.933333333;144;3;74;5;5
0;73650;8671;40;1;485;470496;0.566666667;653;5;730;4;54
0;0;4264;59;0;562;366821;0.486666667;1161;4;0;5;23
0;14010;137;60;0;481;131155;0.086666667;0;1;53;5;25
0;81270;6793;43;0;485;618180;0.26;4695;4;83;5;11
0;38760;5310;27;1;424;227676;0.993333333;23;4;39;5;0
0;0;1848;70;1;440;336902;1;0;2;0;1;6
1;139371;3408;35;0;410;1105565;0.946666667;1151;3;0;4;3
0;11620;1360;48;1;363;207303;1;0;4;614;0;0
0;155430;21655;32;1;420;3037245;0.673333333;658;5;3771;5;2
0;0;3173;34;1;520;493021;0.493333333;1659;2;0;7;11
1;106310;4094;55;1;397;2284518;1;566;3;171;3;0
0;108550;11925;39;1;392;2779667;1;0;2;95;2;0
0;18060;1140;57;1;508;189803;0.89;3264;3;209;5;13
0;58240;602;36;0;501;276095;0.92;36;2;0;7;7
0;42810;2714;60;1;440;2016652;0.996666667;375;2;318;0;0
0;52990;7263;57;1;445;2399396;0.85;136;3;215;7;3
1;;18523;41;1;464;3513543;0.91;3668;2;0;5;1
0;0;771;40;1;512;138578;0.693333333;1106;2;0;6;14
0;36700;6965;34;1;464;213138;0.61;341;4;78;7;14
0;65000;1579;31;1;410;807365;0.773333333;184;2;219;4;0
0;88470;9580;36;0;415;1686959;0.95;108;6;335;3;1
0;13546;1468;32;0;458;179159;0.753333333;342;4;243;4;33
0;30700;526;52;1;498;163247;0.51;373;3;34;6;22
0;41620;1474;46;1;392;398519;1;0;3;203;2;0
0;24699;304;74;1;517;281043;0.59;140;1;0;5;9
0;50725;304;45;1;511;290546;0.923333333;23;1;0;4;31
0;36460;532;28;0;438;519207;0.996666667;1;1;0;0;0
0;46660;574;67;1;410;168323;0.17;59;4;405;3;0
1;28000;1031;53;0;423;279149;0.34;0;2;87;2;2
1;69480;41525;49;1;449;729584;0.16;29905;4;317;4;8
0;0;2549;79;1;540;1647956;0.88;1116;2;0;7;3
0;119130;1395;27;0;450;1229123;0.926666667;172;2;78;7;7
0;0;611;57;0;526;127872;0.816666667;151;2;0;7;37
0;59680;3083;32;1;403;1018285;1;0;4;491;2;0
0;87300;4798;59;0;436;457710;0.893333333;11275;4;95;5;7
1;;582;71;0;454;649092;0.53;1010;2;99;6;9
0;32960;14984;45;1;465;1991708;1;216;3;60;2;3
0;22750;3652;45;0;474;580658;1;0;3;0;2;0
0;14680;144;29;1;463;137168;0.33;97;1;91;7;9
0;5360;6156;26;1;409;90365;0.18;202;2;29;2;0
1;30350;5645;56;0;406;468550;1;222;4;180;3;0
0;91540;17865;52;1;489;5700545;0.666666667;1438;4;173;7;2
0;113700;729;32;0;516;472542;0.696666667;386;2;0;1;0
0;35420;15860;41;1;437;4227170;0.98;2186;6;152;7;1
0;0;3895;25;1;500;1659805;0.85;3838;3;0;2;23
0;36350;9170;26;0;434;375500;0.723333333;522;6;517;6;19
1;36070;1896;82;0;414;1865269;1;1140;1;0;3;3
1;72810;2097;46;0;495;385523;0.983333333;7;2;0;6;11
0;97780;1487;65;0;415;950138;1;0;4;291;0;0
0;52390;1985;43;0;469;250050;0.963333333;766;6;0;6;17
0;0;652;29;0;477;570405;0.926666667;44;1;0;2;6
0;4550;82;28;0;395;77223;0.77;0;1;53;1;0
0;47510;3241;71;1;485;2612561;1;65;2;0;7;3
0;0;604;51;0;552;651868;0.643333333;362;1;0;6;10
1;459450;9504;75;0;428;5049625;0.993333333;1643;4;252;4;1
0;6498;238;64;0;460;247297;0.42;0;1;0;8;7
0;28640;4659;62;0;423;401520;0.636666667;0;3;131;6;2
0;0;286;41;0;554;230807;0.556666667;1055;1;0;7;41
0;96940;4179;31;0;499;1014087;0.98;31;3;111;6;9
0;10251;12904;42;1;390;542350;1;0;3;5534;2;0
0;72090;7553;35;1;424;1565909;1;0;6;1708;3;0
0;21340;2569;61;1;480;92033;0.516666667;354;2;0;2;32
0;209100;5702;38;1;499;2417019;1;89;3;0;5;4
0;0;408;31;1;526;344570;0.716666667;516;2;0;2;13
0;47350;2696;34;0;449;1514229;1;343;5;287;3;2
0;7684;1798;43;0;517;146766;0.41;231;4;0;9;13
0;0;400;69;1;525;534466;0.553333333;431;1;0;4;29
0;0;1657;64;0;488;1481294;0.906666667;149;1;0;2;5
0;35070;6907;31;0;380;788835;1;345;5;304;2;4
1;114550;1331;56;1;476;1263344;0.746666667;340;2;3;7;6
0;55600;1948;56;1;483;215798;0.236666667;831;2;0;7;25
0;0;5260;59;0;534;4468187;0.726666667;1968;2;0;8;5
0;25440;806;73;0;466;134267;0.113333333;875;2;0;4;10
0;0;589;32;0;514;142654;0.53;298;3;0;4;13
0;4880;89;54;0;408;84024;0.99;1;1;35;5;0
0;50027;5275;39;0;469;379361;0.936666667;11;3;0;2;14
0;153754;22047;46;1;509;9223055;0.906666667;4147;7;26;7;5
0;93030;25954;34;0;458;711851;0.236666667;0;3;146;6;1
0;63270;13931;46;1;535;864427;0.253333333;5627;2;0;6;12
0;0;15662;45;0;537;418436;0.853333333;511;5;0;5;21
0;43740;3105;31;1;442;1453563;0.856666667;409;4;81;5;4
0;29290;5435;48;1;368;549158;1;2;3;791;2;0
0;13390;703;47;0;385;242562;1;0;2;332;1;0
0;6340;176;65;0;430;117031;0.096666667;1038;3;59;2;0
0;0;6861;58;0;545;2281054;0.493333333;4877;3;0;10;4
0;14420;279;29;0;380;270980;1;0;1;33;1;0
0;34860;1203;45;0;472;311722;0.796666667;1278;3;0;2;0
0;37170;779;26;1;384;360053;1;0;4;33;1;0
0;0;324;60;0;552;343281;0.683333333;1824;2;0;6;17
0;18420;173;33;1;446;165271;1;133;1;0;0;0
0;24900;2300;63;1;367;480281;1;0;2;53;1;0
0;25250;1619;69;0;415;1603554;1;0;1;51;4;2
0;22722;287;32;0;467;207916;0.693333333;10;2;0;5;1
0;0;905;66;0;593;300220;0.3;1658;3;0;11;13
0;40330;18266;55;1;402;505549;0.983333333;3650;5;2784;4;8
0;4160;459;53;0;412;76714;0.85;1177;2;27;0;0
1;36530;953;29;0;443;319871;0.886666667;41;2;1;4;11
0;72519;5131;53;1;460;363914;0.973333333;0;2;0;5;11
0;94554;1720;54;1;415;667633;0.67;0;2;0;5;9
1;;2047;73;0;389;137223;1;0;5;25;1;0
0;100150;23067;36;0;403;1227223;0.996666667;3750;5;906;3;0
0;34520;1807;26;1;363;636677;1;0;3;1097;0;0
0;25180;3911;33;0;450;451702;1;198;4;0;7;8
1;;21762;30;0;413;5384772;1;24;5;410;3;0
0;23109;5273;35;1;431;612308;1;0;3;0;0;0
1;139110;6904;71;1;412;5242591;1;0;2;169;3;2
1;431042;2552;51;1;522;2041353;0.756666667;35448;2;0;4;8
0;41588;478;74;1;480;307805;0.306666667;62;2;1;11;23
0;66690;25534;45;1;435;2875482;1;169;7;132;5;3
0;37996;5256;41;0;402;1428540;0.203333333;1649;3;4;4;4
0;38020;148;46;0;467;150738;0.503333333;217;3;52;6;18
0;131696;5324;55;1;454;3800149;0.59;17;4;405;9;7
0;26380;7786;34;1;453;227798;0.503333333;1805;5;678;5;0
0;124930;2587;35;0;415;792996;0.77;9;3;77;5;11
0;336130;32252;42;1;415;6666706;1;6481;4;519;4;2
0;56860;2056;30;1;378;486445;1;1;2;152;2;0
0;97220;977;43;0;423;954454;0.993333333;0;1;82;1;1
0;126470;14497;34;1;452;3133567;1;261;6;3220;5;0
0;47480;5697;51;0;484;2607792;1;0;2;0;4;3
0;39030;973;33;0;370;722650;1;0;2;233;0;0
0;55438;983;27;1;471;249137;0.826666667;18;2;0;6;14
0;29970;6599;49;1;480;258161;0.863333333;182;5;10;2;10
0;0;8558;33;1;533;273444;0.546666667;2149;3;0;6;27
0;67660;17950;31;1;386;929862;1;0;5;1380;2;0
0;0;11425;58;0;490;4596198;1;881;3;0;6;1
0;49530;851;34;1;389;573091;1;19;2;169;4;0
1;;7400;60;0;452;6761271;0.966666667;445;3;24;6;3
1;62430;32794;49;0;519;1706205;0.85;3988;7;49;4;9
1;23800;926;62;1;410;447217;0.3;1271;2;89;2;0
0;18208;11590;36;1;483;376435;0.563333333;3952;4;0;2;0
0;49290;4614;24;1;516;359033;0.863333333;778;4;0;7;14
0;30390;15353;32;0;514;545795;0.826666667;207;8;452;6;10
0;10370;1447;31;0;384;183015;1;25;3;208;3;0
0;21010;27200;42;1;400;319220;1;0;4;2611;2;0
0;454760;17133;46;0;445;2946485;0.883333333;3305;5;746;5;7
0;58613;460;32;0;495;328974;0.656666667;540;2;0;5;11
0;12630;1038;52;0;406;230416;1;1774;2;94;4;0
0;11222;850;31;0;502;162507;0.063333333;5480;3;0;5;35
0;0;3734;64;1;551;653218;0.36;4190;4;0;5;27
1;33860;4810;51;0;407;2949285;1;0;2;182;8;3
0;19370;306;48;1;435;179570;0.69;30;2;33;4;7
0;100530;5484;33;1;404;2136272;1;703;3;132;0;1
0;21560;3293;52;0;420;203120;1;78;3;10;3;5
0;49800;3589;29;0;391;908216;1;0;4;515;3;0
1;;9608;44;0;418;401959;1;33;5;19;4;0
0;50120;27890;44;0;392;966824;1;5;4;547;1;7
0;0;3137;58;0;512;1813557;0.886666667;226;2;0;6;2
0;14700;7436;41;0;446;119785;0.08;3558;5;16;4;0
0;19960;461;28;1;404;170169;1;4;2;44;0;5
0;134178;33390;33;1;508;534760;0.92;76;2;8;5;19
1;;1104;53;0;431;83095;0.38;48;3;182;3;0
0;83790;2461;57;0;478;1483851;0.98;689;2;0;6;7
0;120223;1407;40;0;509;519014;0.88;71;3;22;7;14
0;0;3295;62;0;544;1173690;0.49;2179;5;7;8;14
1;72799;9242;56;0;510;349510;0.763333333;147;4;0;6;15
0;162940;5536;24;0;411;2188110;1;435;4;266;5;4
0;0;11113;33;0;524;3646161;0.386666667;9318;3;0;6;3
0;111470;1068;36;0;415;1071309;0.643333333;0;1;99;5;7
0;114055;13955;30;0;435;2107569;0.986666667;622;5;12;4;6
0;38940;3864;71;1;392;1084925;1;28;4;18;2;0
1;0;4281;30;1;510;2199494;0.856666667;750;6;0;5;11
0;24960;423;28;0;416;226208;1;0;2;23;3;9
0;494590;13904;41;0;477;2444009;1;16260;4;0;5;6
0;229444;12261;38;1;510;2029039;0.973333333;1295;3;95;3;6
0;31250;8682;27;1;359;559822;1;55;3;1616;0;0
0;36060;11468;47;0;415;494539;0.446666667;320;4;1157;7;6
0;16010;4051;72;0;418;331530;1;506;5;664;7;8
1;;6454;65;0;518;3504679;0.58;2639;4;0;5;1
0;0;117458;47;0;525;7506999;0.853333333;65810;7;0;6;3
0;0;3499;67;1;543;3616816;0.82;798;1;0;7;4
1;;6420;38;1;435;214844;0.643333333;0;4;533;4;3
0;47030;12282;34;1;419;482315;0.95;3505;4;173;4;6
1;0;3463;41;0;541;3660970;0.693333333;1622;1;0;8;9
0;80430;2462;37;0;426;397216;0.93;27;2;270;5;20
0;23550;2283;58;0;465;121926;0.303333333;607;5;23;5;15
0;0;1258;52;0;521;1370986;0.746666667;466;1;0;4;7
0;14120;3586;34;0;395;106396;0.426666667;537;2;0;3;4
0;27210;4539;51;0;511;121570;0.133333333;14493;3;0;3;23
0;353790;22013;63;1;445;6950556;0.756666667;2528;6;1860;4;1
0;27850;15884;45;1;438;528087;0.88;24;3;106;4;6
0;37490;1252;59;1;452;628626;1;0;2;0;2;4
0;41316;542;64;0;507;543907;1;201;1;0;7;9
0;0;346;54;0;527;353258;0.903333333;37;1;0;4;20
0;41490;2675;70;0;533;212794;0.53;219;2;571;7;19
1;424950;16198;35;0;484;2873705;0.956666667;2519;4;0;4;7
0;28960;297;42;0;391;99847;0.27;121;3;956;1;13
0;68830;6756;29;0;431;466500;0.176666667;3594;5;1583;2;5
0;93580;7101;39;0;399;2620452;1;0;4;868;1;0
1;24450;12298;40;0;405;437687;1;0;5;751;2;1
0;14460;502;31;1;405;268107;0.546666667;1032;2;74;3;0
1;0;13053;58;1;531;8252365;0.94;1012;4;10;9;5
0;27200;895;36;0;415;346191;1;226;2;64;7;10
0;48100;2635;23;1;396;467774;1;0;3;2039;4;3
0;53580;15867;26;0;369;1665427;0.99;385;7;4394;2;0
0;24238;871;31;0;466;290523;0.955;85;3;0;0;0
0;177096;4601;36;0;488;1688843;1;62;4;0;6;11
0;40230;13786;34;0;408;725594;0.923333333;0;4;841;5;0
0;18320;4796;25;0;402;334241;1;0;3;90;4;5
0;79160;5510;62;0;425;1877757;0.72;2705;3;0;8;4
0;0;17201;40;0;544;4784665;0.52;14422;4;0;6;6
0;40130;514;55;1;448;498467;0.373333333;188;2;1;2;2
0;8832;1657;51;0;530;302351;0.58;616;4;0;5;16
0;59810;858;84;1;408;644575;0.8;26;2;3;4;0
0;0;4883;55;0;530;959601;0.956666667;270;3;0;5;29
1;197730;8731;56;0;451;2263543;0.8;4054;4;295;4;3
0;43360;90638;47;1;522;214680;0.176666667;47962;6;0;6;12
0;48100;15897;37;0;501;378444;0.25;3082;5;1334;6;22
0;45110;5741;44;0;421;335997;0.223333333;1403;5;4725;7;15
0;29680;10873;36;1;366;545137;1;0;3;1110;1;0
0;120650;33208;40;0;462;290806;0.5;5315;4;2833;0;0
1;177900;883;80;0;448;845452;0.983333333;243;1;91;5;6
0;30195;3518;27;0;489;1194624;0.786666667;1138;4;2;4;7
1;24690;3876;40;0;449;472894;1;0;5;7040;2;10
1;108840;4414;60;1;430;2951442;0.986666667;0;2;53;6;3
0;26916;1382;51;0;408;465325;0.786666667;0;2;0;5;4
0;23200;173;68;1;421;165603;1;0;1;0;0;0
1;104770;3317;34;0;461;1722279;1;110;2;0;4;3
0;36320;4158;47;1;441;670702;0.643333333;1050;3;346;5;0
0;49240;4783;27;1;442;338611;0.926666667;248;3;28;2;9
0;55390;2040;49;0;528;352175;0.156666667;11721;5;0;6;12
0;34010;10338;59;1;418;500667;0.77;1465;4;271;8;13
0;278790;10908;59;0;437;7304093;0.97;1189;3;356;7;2
0;103370;7925;59;0;459;1650367;1;0;3;195;6;5
0;0;288;81;1;547;328752;0.713333333;235;2;0;10;16
0;53753;86500;39;0;449;5767176;1;4157;7;631;5;1
0;7618;170;46;1;559;147443;0.426666667;1925;3;0;6;28
0;0;9082;56;0;544;3160056;0.883333333;1052;3;0;6;13
1;;9559;29;1;474;9032611;1;2345;2;0;4;4
0;231320;34010;51;1;416;9067663;1;0;2;0;4;1
0;28680;441;57;0;481;305060;0.596666667;303;3;0;1;0
0;0;2510;72;0;561;301681;0.423333333;698;3;0;9;32
0;176149;4709;28;0;501;4253277;0.993333333;250;2;0;4;2
1;;12238;36;0;463;1517214;1;428;4;194;4;3
0;43850;4953;72;0;459;699988;0.903333333;49;2;3;6;8
0;40712;7827;64;0;460;277118;0.49;859;5;0;10;11
0;3900;77;60;0;450;72287;0.203333333;2970;1;26;0;1
0;68870;9191;34;1;436;2194961;1;199;4;0;2;3
0;68330;9365;61;1;419;1982215;0.893333333;3508;3;447;6;0
0;32360;4578;36;0;386;605032;1;0;3;1215;4;0
0;0;12238;71;0;537;8745439;0.876666667;2212;2;0;5;3
0;25600;2109;31;0;395;355670;1;326;4;320;3;4
0;40380;198;37;0;507;200610;0.4;0;1;0;8;8
0;113310;3973;66;0;377;3968710;1;0;1;235;2;3
0;21720;1826;66;0;475;205862;0.683333333;100;2;19;2;0
0;11310;213;51;0;434;206006;0.41;500;1;101;4;15
0;26605;3709;29;1;452;114182;0.656666667;6;3;261;4;37
0;18660;715;30;0;393;341459;0.95;600;2;100;2;0
0;28592;619;54;0;452;117441;0.15;947;4;89;1;8
0;19630;436;47;1;432;175786;1;8;3;20;0;0
0;60380;22475;42;1;470;275089;0.286666667;21075;3;0;3;8
0;17496;32433;42;1;405;445566;0.366666667;35;3;41;3;8
0;68146;4824;57;0;428;2677733;0.976666667;40;2;117;6;3
0;29000;3321;42;1;449;155231;0.99;14;3;13;4;0
0;5020;627;52;0;422;88024;0.586666667;18;3;164;1;0
0;99120;7483;38;0;430;814491;0.993333333;5;3;110;4;4
0;50590;3388;28;1;403;482786;0.966666667;599;4;946;3;0
0;157810;12103;52;0;402;2900978;1;16;3;1369;5;0
0;128580;4177;59;0;402;3313014;1;921;4;137;2;2
0;68104;1437;66;1;426;260463;0.923333333;0;4;63;3;16
0;8090;4569;43;1;425;144257;0.043333333;1118;3;119;3;0
0;195370;11719;42;1;463;1137705;0.376666667;32656;5;0;0;4
1;164400;9710;42;0;475;1176377;0.636666667;6158;3;234;4;4
0;35150;29033;38;0;411;210625;0.31;2720;4;46;4;13
0;31040;4976;24;1;384;593011;1;0;4;2548;3;0
0;20920;1411;35;0;402;713253;1;38;4;34;1;1
